category,id,name,level,sockets,rarity,core_effects,effects
Feet,1FD69E,The Valley Shoes,mage_SorceryPack_set01_feet_l,24,0,Set,,05E7D81FF1A7
Feet,1FD69D,The Valley Shoes,mage_SorceryPack_set01_feet_k,22,0,Set,,05E7D81FF1A6
Feet,1FD69C,The Valley Shoes,mage_SorceryPack_set01_feet_j,20,0,Set,,05E7D81FF1A5
Feet,1FD69B,The Valley Shoes,mage_SorceryPack_set01_feet_i,18,0,Set,,05E7D81FF1A4
Feet,1FD69A,The Valley Shoes,mage_SorceryPack_set01_feet_h,16,0,Set,,05E7D81FF1A3
Feet,1FD699,The Valley Shoes,mage_SorceryPack_set01_feet_g,14,0,Set,,05E7D81FF1A2
Feet,1FD698,The Valley Shoes,mage_SorceryPack_set01_feet_f,12,0,Set,,05E7D81FF1A1
Feet,1FD697,The Valley Shoes,mage_SorceryPack_set01_feet_e,10,0,Set,,05E7D81FF1A0
Feet,1FD696,The Valley Shoes,mage_SorceryPack_set01_feet_d,8,0,Set,,05E7D81FF19F
Feet,1FD695,The Valley Shoes,mage_SorceryPack_set01_feet_c,6,0,Set,,05E7D81FF19E
Feet,1FD694,The Valley Shoes,mage_SorceryPack_set01_feet_b,4,0,Set,,05E7D81FF19D
Hands,1FD693,The Valley Handwraps,mage_SorceryPack_set01_hands_r,36,0,Set,,05E7D61FF1C9
Hands,1FD692,The Valley Handwraps,mage_SorceryPack_set01_hands_q,34,0,Set,,05E7D61FF1C8
Hands,1FD691,The Valley Handwraps,mage_SorceryPack_set01_hands_p,32,0,Set,,05E7D61FF1C7
Hands,1FD690,The Valley Handwraps,mage_SorceryPack_set01_hands_o,30,0,Set,,05E7D61FF1C6
Hands,1FD68F,The Valley Handwraps,mage_SorceryPack_set01_hands_n,28,0,Set,,05E7D61FF1C5
Hands,1FD68E,The Valley Handwraps,mage_SorceryPack_set01_hands_m,26,0,Set,,05E7D61FF1C4
Hands,1FD68D,The Valley Handwraps,mage_SorceryPack_set01_hands_l,24,0,Set,,05E7D61FF1C3
Hands,1FD68C,The Valley Handwraps,mage_SorceryPack_set01_hands_k,22,0,Set,,05E7D61FF1C2
Hands,1FD68B,The Valley Handwraps,mage_SorceryPack_set01_hands_j,20,0,Set,,05E7D61FF1C1
Hands,1FD68A,The Valley Handwraps,mage_SorceryPack_set01_hands_i,18,0,Set,,05E7D61FF1C0
Hands,1FD689,The Valley Handwraps,mage_SorceryPack_set01_hands_h,16,0,Set,,05E7D61FF1BF
Hands,1FD688,The Valley Handwraps,mage_SorceryPack_set01_hands_g,14,0,Set,,05E7D61FF1BE
Hands,1FD687,The Valley Handwraps,mage_SorceryPack_set01_hands_f,12,0,Set,,05E7D61FF1BD
Hands,1FD686,The Valley Handwraps,mage_SorceryPack_set01_hands_e,10,0,Set,,05E7D61FF1BC
Hands,1FD685,The Valley Handwraps,mage_SorceryPack_set01_hands_d,8,0,Set,,05E7D61FF1BB
Hands,1FD684,The Valley Handwraps,mage_SorceryPack_set01_hands_c,6,0,Set,,05E7D61FF1BA
Hands,1FD683,The Valley Handwraps,mage_SorceryPack_set01_hands_b,4,0,Set,,05E7D61FF1B9
Hat,1FD682,The Valley Cowl,mage_SorceryPack_set01_head_r,36,0,Set,,05E7D51FF224
Hat,1FD681,The Valley Cowl,mage_SorceryPack_set01_head_q,34,0,Set,,05E7D51FF223
Hat,1FD680,The Valley Cowl,mage_SorceryPack_set01_head_p,32,0,Set,,05E7D51FF222
Hat,1FD67F,The Valley Cowl,mage_SorceryPack_set01_head_o,30,0,Set,,05E7D51FF221
Hat,1FD67E,The Valley Cowl,mage_SorceryPack_set01_head_n,28,0,Set,,05E7D51FF21F
Hat,1FD67D,The Valley Cowl,mage_SorceryPack_set01_head_m,26,0,Set,,05E7D51FF21E
Hat,1FD67C,The Valley Cowl,mage_SorceryPack_set01_head_l,24,0,Set,,05E7D51FF21D
Hat,1FD67B,The Valley Cowl,mage_SorceryPack_set01_head_k,22,0,Set,,05E7D51FF21B
Hat,1FD67A,The Valley Cowl,mage_SorceryPack_set01_head_j,20,0,Set,,05E7D51FF21A
Hat,1FD679,The Valley Cowl,mage_SorceryPack_set01_head_i,18,0,Set,,05E7D51FF219
Hat,1FD678,The Valley Cowl,mage_SorceryPack_set01_head_h,16,0,Set,,05E7D51FF218
Hat,1FD677,The Valley Cowl,mage_SorceryPack_set01_head_g,14,0,Set,,05E7D51FF216
Hat,1FD676,The Valley Cowl,mage_SorceryPack_set01_head_f,12,0,Set,,05E7D51FF215
Hat,1FD674,The Valley Cowl,mage_SorceryPack_set01_head_e,10,0,Set,,05E7D51FF213
Hat,1FD672,The Valley Cowl,mage_SorceryPack_set01_head_d,8,0,Set,,05E7D51FF212
Hat,1FD671,The Valley Cowl,mage_SorceryPack_set01_head_c,6,0,Set,,05E7D51FF211
Hat,1FD670,The Valley Cowl,mage_SorceryPack_set01_head_b,4,0,Set,,05E7D51FF20F
Greatsword,1FD65E,The Forge,sword2h_MightPack_01_r,36,0,Unique,1FEA2F,
Greatsword,1FD65D,The Forge,sword2h_MightPack_01_q,34,0,Unique,1FEA2E,
Greatsword,1FD65C,The Forge,sword2h_MightPack_01_p,32,0,Unique,1FEA2D,
Greatsword,1FD65B,The Forge,sword2h_MightPack_01_o,30,0,Unique,1FEA2C,
Greatsword,1FD65A,The Forge,sword2h_MightPack_01_n,28,0,Unique,1FEA2B,
Greatsword,1FD659,The Forge,sword2h_MightPack_01_m,26,0,Unique,1FEA2A,
Greatsword,1FD658,The Forge,sword2h_MightPack_01_l,24,0,Unique,1FEA29,
Greatsword,1FD657,The Forge,sword2h_MightPack_01_k,22,0,Unique,1FEA28,
Greatsword,1FD656,The Forge,sword2h_MightPack_01_j,20,0,Unique,1FEA27,
Greatsword,1FD655,The Forge,sword2h_MightPack_01_i,18,0,Unique,1FEA26,
Greatsword,1FD654,The Forge,sword2h_MightPack_01_h,16,0,Unique,1FEA25,
Greatsword,1FD653,The Forge,sword2h_MightPack_01_g,14,0,Unique,1FEA24,
Greatsword,1FD652,The Forge,sword2h_MightPack_01_f,12,0,Unique,1FEA23,
Greatsword,1FD651,The Forge,sword2h_MightPack_01_e,10,0,Unique,1FEA22,
Greatsword,1FD650,The Forge,sword2h_MightPack_01_d,8,0,Unique,1FEA21,
Greatsword,1FD64E,The Forge,sword2h_MightPack_01_c,6,0,Unique,1FEA20,
Greatsword,1FD64D,The Forge,sword2h_MightPack_01_b,4,0,Unique,1FEA1F,
Longsword,1FD64C,The Beast,sword1h_MightPack_01_r,36,0,Unique,1FE9F01FEA02,
Longsword,1FD64B,The Beast,sword1h_MightPack_01_q,34,0,Unique,1FE9F01FEA01,
Longsword,1FD64A,The Beast,sword1h_MightPack_01_p,32,0,Unique,1FE9F01FEA00,
Longsword,1FD649,The Beast,sword1h_MightPack_01_o,30,0,Unique,1FE9F01FE9FF,
Longsword,1FD648,The Beast,sword1h_MightPack_01_n,28,0,Unique,1FE9F01FE9FE,
Longsword,1FD647,The Beast,sword1h_MightPack_01_m,26,0,Unique,1FE9F01FE9FD,
Longsword,1FD646,The Beast,sword1h_MightPack_01_l,24,0,Unique,1FE9F01FE9FC,
Longsword,1FD645,The Beast,sword1h_MightPack_01_k,22,0,Unique,1FE9F01FE9FB,
Longsword,1FD644,The Beast,sword1h_MightPack_01_j,20,0,Unique,1FE9F01FE9FA,
Longsword,1FD643,The Beast,sword1h_MightPack_01_i,18,0,Unique,1FE9F01FE9F9,
Longsword,1FD642,The Beast,sword1h_MightPack_01_h,16,0,Unique,1FE9F01FE9F8,
Longsword,1FD641,The Beast,sword1h_MightPack_01_g,14,0,Unique,1FE9F01FE9F7,
Longsword,1FD640,The Beast,sword1h_MightPack_01_f,12,0,Unique,1FE9F01FE9F6,
Longsword,1FD63F,The Beast,sword1h_MightPack_01_e,10,0,Unique,1FE9F01FE9F5,
Longsword,1FD63E,The Beast,sword1h_MightPack_01_d,8,0,Unique,1FE9F01FE9F4,
Longsword,1FD63D,The Beast,sword1h_MightPack_01_c,6,0,Unique,1FE9F01FE9F3,
Longsword,1FD63C,The Beast,sword1h_MightPack_01_b,4,0,Unique,1FE9F01FE9F2,
Shield,1FD63B,The Tower,kiteshield_MightPack_01_r,36,0,Unique,,0832F61FEB611FEB73
Shield,1FD63A,The Tower,kiteshield_MightPack_01_q,34,0,Unique,,0832F61FEB611FEB72
Shield,1FD639,The Tower,kiteshield_MightPack_01_p,32,0,Unique,,0832F61FEB611FEB71
Shield,1FD638,The Tower,kiteshield_MightPack_01_o,30,0,Unique,,0832F61FEB611FEB70
Shield,1FD637,The Tower,kiteshield_MightPack_01_n,28,0,Unique,,0832F61FEB611FEB6F
Shield,1FD636,The Tower,kiteshield_MightPack_01_m,26,0,Unique,,0832F61FEB611FEB6E
Shield,1FD635,The Tower,kiteshield_MightPack_01_l,24,0,Unique,,0832F61FEB611FEB6D
Shield,1FD634,The Tower,kiteshield_MightPack_01_k,22,0,Unique,,0832F61FEB611FEB6C
Shield,1FD633,The Tower,kiteshield_MightPack_01_j,20,0,Unique,,0832F61FEB611FEB6B
Shield,1FD632,The Tower,kiteshield_MightPack_01_i,18,0,Unique,,0832F61FEB611FEB6A
Shield,1FD631,The Tower,kiteshield_MightPack_01_h,16,0,Unique,,0832F61FEB611FEB69
Shield,1FD630,The Tower,kiteshield_MightPack_01_g,14,0,Unique,,0832F61FEB611FEB68
Shield,1FD62E,The Tower,kiteshield_MightPack_01_f,12,0,Unique,,0832F61FEB611FEB67
Shield,1FD62D,The Tower,kiteshield_MightPack_01_e,10,0,Unique,,0832F61FEB611FEB66
Shield,1FD62B,The Tower,kiteshield_MightPack_01_d,8,0,Unique,,0832F61FEB611FEB65
Shield,1FD62A,The Tower,kiteshield_MightPack_01_c,6,0,Unique,,0832F61FEB611FEB64
Shield,1FD629,The Tower,kiteshield_MightPack_01_b,4,0,Unique,,0832F61FEB611FEB63
Greathammer,1FD628,The Mountain,greathammer_MightPack_01_r,36,0,Unique,1FEA341FEA46,
Greathammer,1FD627,The Mountain,greathammer_MightPack_01_q,34,0,Unique,1FEA341FEA45,
Greathammer,1FD626,The Mountain,greathammer_MightPack_01_p,32,0,Unique,1FEA341FEA44,
Greathammer,1FD625,The Mountain,greathammer_MightPack_01_o,30,0,Unique,1FEA341FEA43,
Greathammer,1FD624,The Mountain,greathammer_MightPack_01_n,28,0,Unique,1FEA341FEA42,
Greathammer,1FD623,The Mountain,greathammer_MightPack_01_m,26,0,Unique,1FEA341FEA41,
Greathammer,1FD622,The Mountain,greathammer_MightPack_01_l,24,0,Unique,1FEA341FEA40,
Greathammer,1FD621,The Mountain,greathammer_MightPack_01_k,22,0,Unique,1FEA341FEA3F,
Greathammer,1FD61F,The Mountain,greathammer_MightPack_01_j,20,0,Unique,1FEA341FEA3E,
Greathammer,1FD61D,The Mountain,greathammer_MightPack_01_i,18,0,Unique,1FEA341FEA3D,
Greathammer,1FD61C,The Mountain,greathammer_MightPack_01_h,16,0,Unique,1FEA341FEA3C,
Greathammer,1FD61A,The Mountain,greathammer_MightPack_01_g,14,0,Unique,1FEA341FEA3B,
Greathammer,1FD618,The Mountain,greathammer_MightPack_01_f,12,0,Unique,1FEA341FEA3A,
Greathammer,1FD616,The Mountain,greathammer_MightPack_01_e,10,0,Unique,1FEA341FEA39,
Greathammer,1FD614,The Mountain,greathammer_MightPack_01_d,8,0,Unique,1FEA341FEA38,
Greathammer,1FD613,The Mountain,greathammer_MightPack_01_c,6,0,Unique,1FEA341FEA37,
Greathammer,1FD612,The Mountain,greathammer_MightPack_01_b,4,0,Unique,1FEA341FEA36,
Longbow,1FD585,The Hunter,longbow_FinessePack_01_r,36,0,Unique,,1FEC301FEC42
Longbow,1FD584,The Hunter,longbow_FinessePack_01_q,34,0,Unique,,1FEC301FEC41
Longbow,1FD583,The Hunter,longbow_FinessePack_01_p,32,0,Unique,,1FEC301FEC40
Longbow,1FD582,The Hunter,longbow_FinessePack_01_o,30,0,Unique,,1FEC301FEC3F
Longbow,1FD581,The Hunter,longbow_FinessePack_01_n,28,0,Unique,,1FEC301FEC3E
Longbow,1FD580,The Hunter,longbow_FinessePack_01_m,26,0,Unique,,1FEC301FEC3D
Longbow,1FD57F,The Hunter,longbow_FinessePack_01_l,24,0,Unique,,1FEC301FEC3C
Longbow,1FD57E,The Hunter,longbow_FinessePack_01_k,22,0,Unique,,1FEC301FEC3B
Longbow,1FD57D,The Hunter,longbow_FinessePack_01_j,20,0,Unique,,1FEC301FEC3A
Longbow,1FD57C,The Hunter,longbow_FinessePack_01_i,18,0,Unique,,1FEC301FEC39
Longbow,1FD57B,The Hunter,longbow_FinessePack_01_h,16,0,Unique,,1FEC301FEC38
Longbow,1FD57A,The Hunter,longbow_FinessePack_01_g,14,0,Unique,,1FEC301FEC37
Longbow,1FD579,The Hunter,longbow_FinessePack_01_f,12,0,Unique,,1FEC301FEC36
Longbow,1FD578,The Hunter,longbow_FinessePack_01_e,10,0,Unique,,1FEC301FEC35
Longbow,1FD577,The Hunter,longbow_FinessePack_01_d,8,0,Unique,,1FEC301FEC34
Longbow,1FD576,The Hunter,longbow_FinessePack_01_c,6,0,Unique,,1FEC301FEC33
Longbow,1FD575,The Hunter,longbow_FinessePack_01_b,4,0,Unique,,1FEC301FEC32
Daggers,1FD574,The Night,daggers_FinessePack_01_r,36,0,Unique,,1FEC111FEC25
Daggers,1FD573,The Night,daggers_FinessePack_01_q,34,0,Unique,,1FEC111FEC24
Daggers,1FD572,The Night,daggers_FinessePack_01_p,32,0,Unique,,1FEC111FEC22
Daggers,1FD571,The Night,daggers_FinessePack_01_o,30,0,Unique,,1FEC111FEC21
Daggers,1FD570,The Night,daggers_FinessePack_01_n,28,0,Unique,,1FEC111FEC20
Daggers,1FD56F,The Night,daggers_FinessePack_01_m,26,0,Unique,,1FEC111FEC1F
Daggers,1FD56E,The Night,daggers_FinessePack_01_l,24,0,Unique,,1FEC111FEC1E
Daggers,1FD56D,The Night,daggers_FinessePack_01_k,22,0,Unique,,1FEC111FEC1D
Daggers,1FD56C,The Night,daggers_FinessePack_01_j,20,0,Unique,,1FEC111FEC1C
Daggers,1FD56B,The Night,daggers_FinessePack_01_i,18,0,Unique,,1FEC111FEC1B
Daggers,1FD56A,The Night,daggers_FinessePack_01_h,16,0,Unique,,1FEC111FEC1A
Daggers,1FD569,The Night,daggers_FinessePack_01_g,14,0,Unique,,1FEC111FEC19
Daggers,1FD568,The Night,daggers_FinessePack_01_f,12,0,Unique,,1FEC111FEC18
Daggers,1FD567,The Night,daggers_FinessePack_01_e,10,0,Unique,,1FEC111FEC17
Daggers,1FD566,The Night,daggers_FinessePack_01_d,8,0,Unique,,1FEC111FEC16
Daggers,1FD565,The Night,daggers_FinessePack_01_c,6,0,Unique,,1FEC111FEC14
Daggers,1FD564,The Night,daggers_FinessePack_01_b,4,0,Unique,,1FEC111FEC13
Faeblades,1FD563,The Wind,mirrorblades_FinessePack_01_r,36,0,Unique,,1FEC501FEC62
Faeblades,1FD562,The Wind,mirrorblades_FinessePack_01_q,34,0,Unique,,1FEC501FEC61
Faeblades,1FD561,The Wind,mirrorblades_FinessePack_01_p,32,0,Unique,,1FEC501FEC60
Faeblades,1FD560,The Wind,mirrorblades_FinessePack_01_o,30,0,Unique,,1FEC501FEC5F
Faeblades,1FD55F,The Wind,mirrorblades_FinessePack_01_n,28,0,Unique,,1FEC501FEC5E
Faeblades,1FD55E,The Wind,mirrorblades_FinessePack_01_m,26,0,Unique,,1FEC501FEC5D
Faeblades,1FD55D,The Wind,mirrorblades_FinessePack_01_l,24,0,Unique,,1FEC501FEC5C
Faeblades,1FD55C,The Wind,mirrorblades_FinessePack_01_k,22,0,Unique,,1FEC501FEC5B
Faeblades,1FD55B,The Wind,mirrorblades_FinessePack_01_j,20,0,Unique,,1FEC501FEC5A
Faeblades,1FD55A,The Wind,mirrorblades_FinessePack_01_i,18,0,Unique,,1FEC501FEC59
Faeblades,1FD559,The Wind,mirrorblades_FinessePack_01_h,16,0,Unique,,1FEC501FEC58
Faeblades,1FD558,The Wind,mirrorblades_FinessePack_01_g,14,0,Unique,,1FEC501FEC57
Faeblades,1FD557,The Wind,mirrorblades_FinessePack_01_f,12,0,Unique,,1FEC501FEC56
Faeblades,1FD556,The Wind,mirrorblades_FinessePack_01_e,10,0,Unique,,1FEC501FEC55
Faeblades,1FD555,The Wind,mirrorblades_FinessePack_01_d,8,0,Unique,,1FEC501FEC54
Faeblades,1FD554,The Wind,mirrorblades_FinessePack_01_c,6,0,Unique,,1FEC501FEC53
Faeblades,1FD553,The Wind,mirrorblades_FinessePack_01_b,4,0,Unique,,1FEC501FEC52
Shield,1FD552,The Moon,buckler_FinessePack_01_r,36,0,Unique,,0832F51FEBF91FEBF81FEC0B
Shield,1FD551,The Moon,buckler_FinessePack_01_q,34,0,Unique,,0832F51FEBF91FEBF81FEC0A
Shield,1FD550,The Moon,buckler_FinessePack_01_p,32,0,Unique,,0832F51FEBF91FEBF81FEC09
Shield,1FD54F,The Moon,buckler_FinessePack_01_o,30,0,Unique,,0832F51FEBF91FEBF81FEC08
Shield,1FD54E,The Moon,buckler_FinessePack_01_n,28,0,Unique,,0832F51FEBF91FEBF81FEC07
Shield,1FD54D,The Moon,buckler_FinessePack_01_m,26,0,Unique,,0832F51FEBF91FEBF81FEC06
Shield,1FD54C,The Moon,buckler_FinessePack_01_l,24,0,Unique,,0832F51FEBF91FEBF81FEC05
Shield,1FD54B,The Moon,buckler_FinessePack_01_k,22,0,Unique,,0832F51FEBF91FEBF81FEC04
Shield,1FD54A,The Moon,buckler_FinessePack_01_j,20,0,Unique,,0832F51FEBF91FEBF81FEC03
Shield,1FD549,The Moon,buckler_FinessePack_01_i,18,0,Unique,,0832F51FEBF91FEBF81FEC02
Shield,1FD548,The Moon,buckler_FinessePack_01_h,16,0,Unique,,0832F51FEBF91FEBF81FEC01
Shield,1FD547,The Moon,buckler_FinessePack_01_g,14,0,Unique,,0832F51FEBF91FEBF81FEC00
Shield,1FD546,The Moon,buckler_FinessePack_01_f,12,0,Unique,,0832F51FEBF91FEBF81FEBFF
Shield,1FD545,The Moon,buckler_FinessePack_01_e,10,0,Unique,,0832F51FEBF91FEBF81FEBFE
Shield,1FD544,The Moon,buckler_FinessePack_01_d,8,0,Unique,,0832F51FEBF91FEBF81FEBFD
Shield,1FD543,The Moon,buckler_FinessePack_01_c,6,0,Unique,,0832F51FEBF91FEBF81FEBFC
Shield,1FD542,The Moon,buckler_FinessePack_01_b,4,0,Unique,,0832F51FEBF91FEBF81FEBFB
Feet,1FD513,The Guardian Greaves,warrior_MightPack_set01_feet_r,36,0,Set,,1D1E841FEA60
Feet,1FD512,The Guardian Greaves,warrior_MightPack_set01_feet_q,34,0,Set,,1D1E841FEA5F
Feet,1FD511,The Guardian Greaves,warrior_MightPack_set01_feet_p,32,0,Set,,1D1E841FEA5E
Feet,1FD510,The Guardian Greaves,warrior_MightPack_set01_feet_o,30,0,Set,,1D1E841FEA5D
Feet,1FD50F,The Guardian Greaves,warrior_MightPack_set01_feet_n,28,0,Set,,1D1E841FEA5C
Feet,1FD50E,The Guardian Greaves,warrior_MightPack_set01_feet_m,26,0,Set,,1D1E841FEA5B
Feet,1FD50D,The Guardian Greaves,warrior_MightPack_set01_feet_l,24,0,Set,,1D1E841FEA5A
Feet,1FD50C,The Guardian Greaves,warrior_MightPack_set01_feet_k,22,0,Set,,1D1E841FEA59
Feet,1FD50B,The Guardian Greaves,warrior_MightPack_set01_feet_j,20,0,Set,,1D1E841FEA58
Feet,1FD50A,The Guardian Greaves,warrior_MightPack_set01_feet_i,18,0,Set,,1D1E841FEA57
Feet,1FD509,The Guardian Greaves,warrior_MightPack_set01_feet_h,16,0,Set,,1D1E841FEA56
Feet,1FD508,The Guardian Greaves,warrior_MightPack_set01_feet_g,14,0,Set,,1D1E841FEA55
Feet,1FD507,The Guardian Greaves,warrior_MightPack_set01_feet_f,12,0,Set,,1D1E841FEA54
Feet,1FD506,The Guardian Greaves,warrior_MightPack_set01_feet_e,10,0,Set,,1D1E841FEA53
Feet,1FD505,The Guardian Greaves,warrior_MightPack_set01_feet_d,8,0,Set,,1D1E841FEA52
Feet,1FD504,The Guardian Greaves,warrior_MightPack_set01_feet_c,6,0,Set,,1D1E841FEA51
Feet,1FD503,The Guardian Greaves,warrior_MightPack_set01_feet_b,4,0,Set,,1D1E841FEA50
Legs,1FD502,The Guardian Chausses,warrior_MightPack_set01_legs_r,36,0,Set,,1D1E811FEB36
Legs,1FD501,The Guardian Chausses,warrior_MightPack_set01_legs_q,34,0,Set,,1D1E811FEB35
Legs,1FD500,The Guardian Chausses,warrior_MightPack_set01_legs_p,32,0,Set,,1D1E811FEB34
Legs,1FD4FF,The Guardian Chausses,warrior_MightPack_set01_legs_o,30,0,Set,,1D1E811FEB33
Legs,1FD4FE,The Guardian Chausses,warrior_MightPack_set01_legs_n,28,0,Set,,1D1E811FEB32
Legs,1FD4FD,The Guardian Chausses,warrior_MightPack_set01_legs_m,26,0,Set,,1D1E811FEB31
Legs,1FD4FC,The Guardian Chausses,warrior_MightPack_set01_legs_l,24,0,Set,,1D1E811FEB30
Legs,1FD4FB,The Guardian Chausses,warrior_MightPack_set01_legs_k,22,0,Set,,1D1E811FEB2F
Legs,1FD4FA,The Guardian Chausses,warrior_MightPack_set01_legs_j,20,0,Set,,1D1E811FEB2E
Legs,1FD4F9,The Guardian Chausses,warrior_MightPack_set01_legs_i,18,0,Set,,1D1E811FEB2D
Legs,1FD4F8,The Guardian Chausses,warrior_MightPack_set01_legs_h,16,0,Set,,1D1E811FEB2C
Legs,1FD4F7,The Guardian Chausses,warrior_MightPack_set01_legs_g,14,0,Set,,1D1E811FEB2B
Legs,1FD4F6,The Guardian Chausses,warrior_MightPack_set01_legs_f,12,0,Set,,1D1E811FEB2A
Legs,1FD4F5,The Guardian Chausses,warrior_MightPack_set01_legs_e,10,0,Set,,1D1E811FEB28
Legs,1FD4F4,The Guardian Chausses,warrior_MightPack_set01_legs_d,8,0,Set,,1D1E811FEB27
Legs,1FD4F3,The Guardian Chausses,warrior_MightPack_set01_legs_c,6,0,Set,,1D1E811FEB26
Legs,1FD4F2,The Guardian Chausses,warrior_MightPack_set01_legs_b,4,0,Set,,1D1E811FEB25
Hands,1FD4F1,The Guardian Gauntlets,warrior_MightPack_set01_hands_r,36,0,Set,,1D1E831FEA88
Hands,1FD4F0,The Guardian Gauntlets,warrior_MightPack_set01_hands_q,34,0,Set,,1D1E831FEA87
Hands,1FD4EF,The Guardian Gauntlets,warrior_MightPack_set01_hands_p,32,0,Set,,1D1E831FEA86
Hands,1FD4EE,The Guardian Gauntlets,warrior_MightPack_set01_hands_o,30,0,Set,,1D1E831FEA85
Hands,1FD4ED,The Guardian Gauntlets,warrior_MightPack_set01_hands_n,28,0,Set,,1D1E831FEA84
Hands,1FD4EC,The Guardian Gauntlets,warrior_MightPack_set01_hands_m,26,0,Set,,1D1E831FEA83
Hands,1FD4EB,The Guardian Gauntlets,warrior_MightPack_set01_hands_l,24,0,Set,,1D1E831FEA82
Hands,1FD4EA,The Guardian Gauntlets,warrior_MightPack_set01_hands_k,22,0,Set,,1D1E831FEA81
Hands,1FD4E9,The Guardian Gauntlets,warrior_MightPack_set01_hands_j,20,0,Set,,1D1E831FEA80
Hands,1FD4E8,The Guardian Gauntlets,warrior_MightPack_set01_hands_i,18,0,Set,,1D1E831FEA7F
Hands,1FD4E7,The Guardian Gauntlets,warrior_MightPack_set01_hands_h,16,0,Set,,1D1E831FEA7E
Hands,1FD4E6,The Guardian Gauntlets,warrior_MightPack_set01_hands_g,14,0,Set,,1D1E831FEA7D
Hands,1FD4E5,The Guardian Gauntlets,warrior_MightPack_set01_hands_f,12,0,Set,,1D1E831FEA7C
Hands,1FD4E4,The Guardian Gauntlets,warrior_MightPack_set01_hands_e,10,0,Set,,1D1E831FEA7B
Hands,1FD4E3,The Guardian Gauntlets,warrior_MightPack_set01_hands_d,8,0,Set,,1D1E831FEA7A
Hands,1FD4E2,The Guardian Gauntlets,warrior_MightPack_set01_hands_c,6,0,Set,,1D1E831FEA79
Hands,1FD4E1,The Guardian Gauntlets,warrior_MightPack_set01_hands_b,4,0,Set,,1D1E831FEA78
Hat,1FD4E0,The Guardian Helm,warrior_MightPack_set01_head_r,36,0,Set,,1D1E821FEB1D
Hat,1FD4DF,The Guardian Helm,warrior_MightPack_set01_head_q,34,0,Set,,1D1E821FEB1C
Hat,1FD4DE,The Guardian Helm,warrior_MightPack_set01_head_p,32,0,Set,,1D1E821FEB1B
Hat,1FD4DD,The Guardian Helm,warrior_MightPack_set01_head_o,30,0,Set,,1D1E821FEB1A
Hat,1FD4DC,The Guardian Helm,warrior_MightPack_set01_head_n,28,0,Set,,1D1E821FEB19
Hat,1FD4DB,The Guardian Helm,warrior_MightPack_set01_head_m,26,0,Set,,1D1E821FEB18
Hat,1FD4DA,The Guardian Helm,warrior_MightPack_set01_head_l,24,0,Set,,1D1E821FEB17
Hat,1FD4D9,The Guardian Helm,warrior_MightPack_set01_head_k,22,0,Set,,1D1E821FEB16
Hat,1FD4D8,The Guardian Helm,warrior_MightPack_set01_head_j,20,0,Set,,1D1E821FEB15
Hat,1FD4D7,The Guardian Helm,warrior_MightPack_set01_head_i,18,0,Set,,1D1E821FEB14
Hat,1FD4D6,The Guardian Helm,warrior_MightPack_set01_head_h,16,0,Set,,1D1E821FEB13
Hat,1FD4D5,The Guardian Helm,warrior_MightPack_set01_head_g,14,0,Set,,1D1E821FEB12
Hat,1FD4D4,The Guardian Helm,warrior_MightPack_set01_head_f,12,0,Set,,1D1E821FEB11
Hat,1FD4D3,The Guardian Helm,warrior_MightPack_set01_head_e,10,0,Set,,1D1E821FEB10
Hat,1FD4D2,The Guardian Helm,warrior_MightPack_set01_head_d,8,0,Set,,1D1E821FEB0F
Hat,1FD4D1,The Guardian Helm,warrior_MightPack_set01_head_c,6,0,Set,,1D1E821FEB0E
Torso,1FD4D0,The Guardian Cuirass,warrior_MightPack_set01_torso_r,36,0,Set,,1D1E801AC3071FEB05
Torso,1FD4CF,The Guardian Cuirass,warrior_MightPack_set01_torso_q,34,0,Set,,1D1E801AC3071FEB04
Torso,1FD4CE,The Guardian Cuirass,warrior_MightPack_set01_torso_p,32,0,Set,,1D1E801AC3071FEB03
Torso,1FD4CD,The Guardian Cuirass,warrior_MightPack_set01_torso_o,30,0,Set,,1D1E801AC3071FEB02
Torso,1FD4CC,The Guardian Cuirass,warrior_MightPack_set01_torso_n,28,0,Set,,1D1E801AC3071FEB01
Torso,1FD4CB,The Guardian Cuirass,warrior_MightPack_set01_torso_m,26,0,Set,,1D1E801AC3071FEB00
Torso,1FD4CA,The Guardian Cuirass,warrior_MightPack_set01_torso_l,24,0,Set,,1D1E801AC3071FEAFF
Torso,1FD4C9,The Guardian Cuirass,warrior_MightPack_set01_torso_k,22,0,Set,,1D1E801AC3071FEAFE
Torso,1FD4C8,The Guardian Cuirass,warrior_MightPack_set01_torso_j,20,0,Set,,1D1E801AC3071FEAFD
Torso,1FD4C7,The Guardian Cuirass,warrior_MightPack_set01_torso_i,18,0,Set,,1D1E801AC3071FEAFC
Torso,1FD4C6,The Guardian Cuirass,warrior_MightPack_set01_torso_h,16,0,Set,,1D1E801AC3071FEAFB
Torso,1FD4C5,The Guardian Cuirass,warrior_MightPack_set01_torso_g,14,0,Set,,1D1E801AC3071FEAFA
Torso,1FD4C4,The Guardian Cuirass,warrior_MightPack_set01_torso_f,12,0,Set,,1D1E801AC3071FEAF9
Torso,1FD4C3,The Guardian Cuirass,warrior_MightPack_set01_torso_e,10,0,Set,,1D1E801AC3071FEAF8
