id,value
1C4289,Prefix_Char_Health_Plus_Regen_05
1C428C,Prefix_Char_Power_Regen_Plus_Health_Regen_04
1C428D,Prefix_Char_Power_Regen_Plus_Health_Regen_05
1C4290,Prefix_Char_Power_06
1C4291,Prefix_Char_Power_07
1C4292,Prefix_Char_Power_08
1C4293,Prefix_Char_Power_Modifier_04
1C4294,Prefix_Char_Power_Modifier_05
1C4295,Prefix_Char_Power_Plus_Regen_04
1C4296,Prefix_Char_Power_Plus_Regen_05
1C4F7B,Prefix_Fate_KillBonus_01
1C50B3,Prefix_Fate_KillBonus_02
1C50B4,Prefix_Fate_KillBonus_03
1C68EE,Finesse_DaggerMastery_08
1C690A,Finesse_FaebladeMastery_08
1C9EB0,Alchemy_Wild_Fire
1C9EB1,Alchemy_Wild_Ice
1C9EB3,Alchemy_Wild_Lightning
1C9EB5,Alchemy_Wild_Poison
1C9EB6,Alchemy_Wild_Health
1C9EB7,Alchemy_Wild_Mana
1C9EB8,Alchemy_Wild_Armor
1CA992,DestinyBuff_Mage_04d
1CAA22,DestinyBuff_Mage_04e
1CAA2B,DestinyBuff_Mage_05e
1CAA33,DestinyBuff_Mage_06e
1CAA44,DestinyBuff_Mage_06f
1CAAB2,DestinyBuff_MageRogue_04f
1CAAB3,DestinyBuff_MageRogue_05g
1CAAB6,DestinyBuff_MageRogue_03e
1CB4C2,HitBy_StaffChainPrimary
1CB598,ItemBuff_chakram_unique04b
1CB599,ItemBuff_chakram_unique05b
1CB59A,ItemBuff_chakram_unique08c
1CB59B,ItemBuff_chakram_unique08d
1CB59C,ItemBuff_chakram_unique08e
1CB59D,ItemBuff_chakram_unique08f
1CB5A0,ItemBuff_sceptre_unique04b
1CB5A5,ItemBuff_sceptre_unique08b
1CB5A6,ItemBuff_sceptre_unique08c
1CB5A7,ItemBuff_sceptre_unique08d
1CB5A8,ItemBuff_sceptre_unique08e
1CB5A9,ItemBuff_sceptre_unique08f
1CB5AA,ItemBuff_staff_unique07b
1CB5AB,ItemBuff_staff_unique11a_a
1CB5AC,ItemBuff_staff_unique11a_b
1CB5AD,ItemBuff_staff_unique11b_a
1CB5AE,ItemBuff_staff_unique11c_a
1CB5AF,ItemBuff_staff_unique11d_a
1CB5B0,ItemBuff_staff_unique11e_a
1CB5B1,ItemBuff_staff_unique11f_a
1CB5B2,ItemBuff_staff_unique12a
1CB5B3,ItemBuff_staff_unique12b
1CB5B4,ItemBuff_staff_unique12c
1CB5B5,ItemBuff_staff_unique12d
1CB5B6,ItemBuff_staff_unique12e
1CB5B7,ItemBuff_staff_unique12f
1CB5B8,ItemBuff_staff_unique13a
1CB5B9,ItemBuff_staff_unique13b
1CB5BA,ItemBuff_staff_unique13c
1CB5BB,ItemBuff_staff_unique13d
1CB5BC,ItemBuff_staff_unique13e
1CB5BD,ItemBuff_staff_unique13f
1CB5BE,ItemBuff_staff_unique14
1CB5BF,Finesse_LongbowMastery_08
1CB5C0,Might_ConcussiveForce_06
1CB5C1,Might_ConcussiveForce_07
1CB8A1,DestinyBuff_Fighter_06e
1CB8CE,DestinyBuff_MageRogue_02d
1CB8D7,DestinyBuff_MageRogue_03f
1CBD5A,Prefix_Duration_Stun_Modifier_04
1CC1E5,DestinyBuff_Rogue_01c
1CC1E6,DestinyBuff_Rogue_02c
1CC1E7,DestinyBuff_Rogue_03d
1CC1E8,DestinyBuff_Rogue_04d
1CC1E9,DestinyBuff_Rogue_05e
1CC1EA,DestinyBuff_Rogue_06f
1CC4F4,ItemBuff_daggers_unique02b
1CC52A,ItemBuff_daggers_unique06b
1CC5E5,ItemBuff_faeblades_unique04b
1CC5F4,ItemBuff_faeblades_unique08a_a
1CC5F5,ItemBuff_faeblades_unique08a_b
1CC5F9,ItemBuff_faeblades_unique08b_a
1CC5FA,ItemBuff_faeblades_unique08c_a
1CC5FB,ItemBuff_faeblades_unique08d_a
1CC5FD,ItemBuff_faeblades_unique08e_a
1CC5FE,ItemBuff_faeblades_unique08f_a
1CC5FF,ItemBuff_faeblades_unique08b_b
1CC600,ItemBuff_faeblades_unique08c_b
1CC601,ItemBuff_faeblades_unique08d_b
1CC602,ItemBuff_faeblades_unique08e_b
1CC603,ItemBuff_faeblades_unique08f_b
1CC644,ItemBuff_faeblades_unique08g_a
1CC645,ItemBuff_faeblades_unique08g_b
1CC648,ItemBuff_faeblades_unique09a
1CC649,ItemBuff_faeblades_unique09b
1CC64A,ItemBuff_faeblades_unique09c
1CC64B,ItemBuff_faeblades_unique09d
1CC64C,ItemBuff_faeblades_unique09e
1CC64D,ItemBuff_faeblades_unique09f
1CC65B,ItemBuff_faeblades_unique10a_a
1CC65E,ItemBuff_faeblades_unique10b_a
1CC664,ItemBuff_faeblades_unique10c_a
1CC665,ItemBuff_faeblades_unique10d_a
1CC666,ItemBuff_faeblades_unique10e_a
1CC667,ItemBuff_faeblades_unique10f_a
1CC668,ItemBuff_faeblades_unique10a_b
1CC669,ItemBuff_faeblades_unique11a
1CC69D,ItemBuff_longbow_unique02b
1CC6AD,ItemBuff_longbow_unique03b
1CC6B4,ItemBuff_longbow_unique05b
1CC6EC,ItemBuff_longbow_unique07b
1CC6F9,warrior_unique09_head_b_01
1CC6FA,warrior_unique09_head_b_02
1CC6FC,warrior_unique09_head_c_01
1CC6FD,warrior_unique09_head_c_02
1CC6FF,warrior_unique09_head_d_01
1CC700,warrior_unique09_head_d_02
1CC702,warrior_unique09_head_e_01
1CC703,warrior_unique09_head_e_02
1CC706,warrior_unique09_head_f_01
1CC707,warrior_unique09_head_f_02
1CC709,warrior_unique09_head_g_01
1CC70A,warrior_unique09_head_g_02
1CC744,ItemBuff_longbow_unique12a
1CC745,ItemBuff_longbow_unique12b
1CC780,ItemBuff_longbow_unique14a
1CC781,ItemBuff_longbow_unique14b
1CC782,mage_unique06_head_02
1CC783,ItemBuff_greathammer_unique02b
1CC784,ItemBuff_greathammer_unique06b
1CC78D,ItemBuff_greathammer_unique08b
1CC78E,ItemBuff_greathammer_unique11a
1CC790,ItemBuff_greathammer_unique11b
1CC791,ItemBuff_greathammer_unique12a
1CC792,ItemBuff_greathammer_unique12b
1CC793,ItemBuff_greathammer_unique13b
1CC79D,ItemBuff_greathammer_unique13a
1CCA9D,ItemBuff_warrior_head_set01
1CCA9E,ItemBuff_warrior_head_set02
1CCA9F,ItemBuff_warrior_head_set03
1CCAA0,ItemBuff_warrior_head_set04
1CCAA1,ItemBuff_warrior_head_set05
1CCAA2,ItemBuff_warrior_head_set06
1CCAA3,ItemBuff_warrior_head_set07
1CCAA4,ItemBuff_warrior_head_set08
1CCAA5,ItemBuff_warrior_head_set09
1CCAA6,ItemBuff_warrior_head_set10
1CCAA7,ItemBuff_warrior_head_set11
1CCAA8,ItemBuff_warrior_head_set12
1CCAA9,ItemBuff_warrior_head_set13
1CCAAB,ItemBuff_warrior_head_set14
1CCAAD,ItemBuff_warrior_head_set15
1CCAAE,ItemBuff_warrior_head_set16
1CCAAF,ItemBuff_warrior_head_set17
1CCAB0,ItemBuff_warrior_head_set18
1CCABD,ItemBuff_sword2h_unique01b
1CCAF8,ItemBuff_sword2h_unique01a
1CCB17,ItemBuff_sword2h_unique02b
1CCB3F,ItemBuff_sword2h_unique03b
1CCB4B,ItemBuff_rogue_head_set01
1CCB4C,ItemBuff_rogue_head_set02
1CCB4D,ItemBuff_rogue_head_set03
1CCB4E,ItemBuff_rogue_head_set04
1CCB4F,ItemBuff_rogue_head_set05
1CCB50,ItemBuff_rogue_head_set06
1CCB51,ItemBuff_rogue_head_set07
1CCB52,ItemBuff_rogue_head_set08
1CCB53,ItemBuff_rogue_head_set09
1CCB54,ItemBuff_rogue_head_set10
1CCB56,ItemBuff_rogue_head_set12
1CCB57,ItemBuff_rogue_head_set13
1CCB5C,ItemBuff_sword2h_unique07b
1CCB7B,ItemBuff_sword2h_unique08b
1CCB81,ItemBuff_sword2h_unique09a
1CCB82,ItemBuff_sword2h_unique10a
1CCB83,ItemBuff_sword2h_unique10b
1CCB86,ItemBuff_sword2h_unique11a_a
1CCB87,ItemBuff_sword2h_unique11b
1CCB88,ItemBuff_sword2h_unique11a_b
1CCB89,ItemBuff_sword2h_unique11a_c
1CCB8A,ItemBuff_sword2h_unique11a_d
1CCB8B,ItemBuff_sword2h_unique11a_e
1CCB8C,ItemBuff_sword2h_unique11a_f
1CCB8D,ItemBuff_sword2h_unique11a_g
1CCB9A,ItemBuff_mage_head_set01
1CCB9B,ItemBuff_mage_head_set02
1CCB9C,ItemBuff_mage_head_set03
1CCB9D,ItemBuff_mage_head_set04
1CCB9E,ItemBuff_mage_head_set05
1CCB9F,ItemBuff_mage_head_set06
1CCBA0,ItemBuff_mage_head_set07
1CCBA1,ItemBuff_mage_head_set08
1CCBA2,ItemBuff_mage_head_set09
1CCBA3,ItemBuff_mage_head_set10
1CCBA4,ItemBuff_mage_head_set11
1CCBA5,ItemBuff_mage_head_set12
1CCBA6,ItemBuff_mage_head_set13
1CCBA7,ItemBuff_mage_head_set14
1CCBD6,ItemBuff_sword2h_unique12a_a
1CCBFD,ItemBuff_sword2h_unique12a_b
1CCBFE,ItemBuff_sword2h_unique12a_c
1CCBFF,ItemBuff_sword2h_unique12a_d
1CCC00,ItemBuff_sword2h_unique12a_e
1CCC01,ItemBuff_sword2h_unique12a_f
1CCC02,ItemBuff_sword2h_unique12a_g
1CCC03,ItemBuff_sword2h_unique12a_h
1CCC04,ItemBuff_sword2h_unique12a_i
1CCC05,ItemBuff_sword2h_unique12a_j
1CCC06,ItemBuff_sword2h_unique12a_k
1CCC08,ItemBuff_sword2h_unique12a_l
1CCC11,ItemBuff_sword2h_unique12b
1CCC3F,ItemBuff_sword2h_unique13a
1CCC40,ItemBuff_sword2h_unique13b
1CCC53,ItemBuff_warrior_torso_unique01
1CCC54,ItemBuff_warrior_torso_unique02
1CCC55,ItemBuff_warrior_torso_unique03
1CCC56,ItemBuff_warrior_torso_unique04
1CCC57,ItemBuff_warrior_torso_unique05
1CCC58,ItemBuff_warrior_torso_unique06
1CCC59,ItemBuff_warrior_torso_unique07
1CCC5A,ItemBuff_warrior_torso_unique08
1CCC5B,ItemBuff_warrior_torso_unique09a
1CCC5C,ItemBuff_warrior_torso_unique09b
1CCC5D,ItemBuff_warrior_torso_unique09c
1CCC5E,ItemBuff_warrior_torso_unique09d
1CCC5F,ItemBuff_warrior_torso_unique09e
1CCC60,ItemBuff_warrior_torso_unique09f
1CCC61,ItemBuff_warrior_torso_unique09g
1CCC62,ItemBuff_warrior_torso_unique09h
1CCC63,ItemBuff_warrior_torso_unique09i
1CCC64,ItemBuff_warrior_torso_unique09j
1CCC65,ItemBuff_warrior_torso_unique09k
1CCC66,ItemBuff_warrior_torso_unique09l
1CCC67,ItemBuff_warrior_torso_unique09m
1CCC68,ItemBuff_warrior_torso_unique09n
1CCC69,ItemBuff_warrior_torso_unique09o
1CCC6A,ItemBuff_warrior_torso_unique09p
1CCC6B,ItemBuff_warrior_torso_unique09q
1CCC6C,ItemBuff_warrior_torso_unique09r
1CCC6D,ItemBuff_warrior_torso_unique09s
1CCC6E,ItemBuff_warrior_torso_unique10a
1CCC6F,ItemBuff_warrior_torso_unique10b
1CCC70,ItemBuff_warrior_torso_unique10c
1CCC71,ItemBuff_warrior_torso_unique10d
1CCC72,ItemBuff_warrior_torso_unique10e
1CCC73,ItemBuff_warrior_torso_unique10f
1CCC74,ItemBuff_warrior_torso_unique10g
1CCC75,ItemBuff_warrior_torso_unique10h
1CCC76,ItemBuff_warrior_torso_unique10i
1CCC77,ItemBuff_warrior_torso_unique10j
1CCC78,ItemBuff_warrior_torso_unique10k
1CCC79,ItemBuff_warrior_torso_unique10l
1CCC7A,ItemBuff_warrior_torso_unique10m
1CCC7B,ItemBuff_warrior_torso_unique10n
1CCC7C,ItemBuff_warrior_torso_unique10o
1CCC7D,ItemBuff_warrior_torso_unique10p
1CCC7E,ItemBuff_warrior_torso_unique10q
1CCC7F,ItemBuff_warrior_torso_unique10r
1CCC80,ItemBuff_warrior_torso_unique10s
1CCCA9,ItemBuff_warrior_torso_unique07_2
1CCCAD,ItemBuff_warrior_torso_unique10a_2
1CCCAE,ItemBuff_warrior_torso_unique10b_2
1CCCAF,ItemBuff_warrior_torso_unique10c_2
1CCCB0,ItemBuff_warrior_torso_unique10d_2
1CCCB1,ItemBuff_warrior_torso_unique10e_2
1CCCB2,ItemBuff_warrior_torso_unique10f_2
1CCCB3,ItemBuff_warrior_torso_unique10g_2
1CCCB4,ItemBuff_warrior_torso_unique10h_2
1CCCB5,ItemBuff_warrior_torso_unique10i_2
1CCCB6,ItemBuff_warrior_torso_unique10j_2
1CCCB7,ItemBuff_warrior_torso_unique10k_2
1CCCB8,ItemBuff_warrior_torso_unique10l_2
1CCCB9,ItemBuff_warrior_torso_unique10m_2
1CCCBA,ItemBuff_warrior_torso_unique10n_2
1CCCBB,ItemBuff_warrior_torso_unique10o_2
1CCCBC,ItemBuff_warrior_torso_unique10p_2
1CCCBD,ItemBuff_warrior_torso_unique10q_2
1CCCBE,ItemBuff_warrior_torso_unique10r_2
1CCCBF,ItemBuff_warrior_torso_unique10s_2
1CCD80,ItemBuff_rogue_torso_unique01
1CCD81,ItemBuff_rogue_torso_unique01_2
1CCD82,ItemBuff_rogue_torso_unique02
1CCD83,ItemBuff_rogue_torso_unique03
1CCD84,ItemBuff_rogue_torso_unique03_2
1CCD85,ItemBuff_rogue_torso_unique04
1CCD86,ItemBuff_rogue_torso_unique05
1CCD87,ItemBuff_rogue_torso_unique06
1CCDA1,ItemBuff_rogue_torso_unique05_2
1CCDAA,ItemBuff_mage_torso_unique01
1CCDAB,ItemBuff_mage_torso_unique02
1CCDAC,ItemBuff_mage_torso_unique03
1CCDAD,ItemBuff_mage_torso_unique04
1CCDAE,ItemBuff_mage_torso_unique04_2
1CCDAF,ItemBuff_mage_torso_unique05
1CCDB0,ItemBuff_mage_torso_unique06
1CCDB1,ItemBuff_mage_torso_unique06_2
1CCDB2,ItemBuff_mage_torso_unique04_3
1CCE9D,ItemBuff_Set_Warrior_17_01
1CCE9E,ItemBuff_Set_Warrior_17_02
1CCE9F,ItemBuff_Set_Warrior_17_03
1CCEA0,ItemBuff_Set_Warrior_18_01
1CCEA1,ItemBuff_Set_Warrior_18_02
1CCEA2,ItemBuff_Set_Warrior_18_03
1CCF5F,ItemBuff_Set_Rogue_13_01
1CCF60,ItemBuff_Set_Rogue_13_02
1CCF61,ItemBuff_Set_Rogue_13_03
1CCFA2,ItemBuff_Set_Mage_13_01
1CCFA3,ItemBuff_Set_Mage_13_02
1CCFA4,ItemBuff_Set_Mage_13_03
1CCFA5,ItemBuff_Set_Mage_14_01
1CCFA6,ItemBuff_Set_Mage_14_02
1CCFA7,ItemBuff_Set_Mage_14_03
1CCFFA,talisman_unique02b
1CD076,ItemBuff_warrior_torso_set01
1CD077,ItemBuff_warrior_torso_set02
1CD078,ItemBuff_warrior_torso_set03
1CD079,ItemBuff_warrior_torso_set04
1CD07A,ItemBuff_warrior_torso_set05
1CD07B,ItemBuff_warrior_torso_set06
1CD07C,ItemBuff_warrior_torso_set07
1CD07D,ItemBuff_warrior_torso_set08
1CD07E,ItemBuff_warrior_torso_set09
1CD07F,ItemBuff_warrior_torso_set10
1CD080,ItemBuff_warrior_torso_set11
1CD081,ItemBuff_warrior_torso_set12
1CD082,ItemBuff_warrior_torso_set13
1CD083,ItemBuff_warrior_torso_set14
1CD084,ItemBuff_warrior_torso_set15
1CD085,ItemBuff_warrior_torso_set16
1CD086,ItemBuff_warrior_torso_set17
1CD087,ItemBuff_warrior_torso_set18
1CD0F7,talisman_unique05b
1CD103,talisman_unique07b
1CD107,ItemBuff_rogue_torso_set01
1CD108,ItemBuff_rogue_torso_set02
1CD109,ItemBuff_rogue_torso_set03
1CD10A,ItemBuff_rogue_torso_set04
1CD10B,ItemBuff_rogue_torso_set05
1CD10C,ItemBuff_rogue_torso_set06
1CD10D,ItemBuff_rogue_torso_set07
1CD10E,ItemBuff_rogue_torso_set08
1CD10F,ItemBuff_rogue_torso_set09
1CD110,ItemBuff_rogue_torso_set10
1CD111,ItemBuff_rogue_torso_set12
1CD113,ItemBuff_rogue_torso_set13
1CD150,talisman_unique09a_b
1CD151,talisman_unique09a_c
1CD152,talisman_unique09a_d
1CD153,talisman_unique09a_e
1CD154,talisman_unique09a_f
1CD155,talisman_unique09a_g
1CD169,talisman_unique10b
1CD184,talisman_unique11a
1CD185,talisman_unique11b_a
1CD18D,talisman_unique11b_b
1CD18E,talisman_unique11b_c
1CD18F,talisman_unique11b_d
1CD190,talisman_unique11b_e
1CD191,talisman_unique11b_f
1CD198,talisman_unique12a_a
1CD199,ItemBuff_mage_torso_set01
1CD19A,ItemBuff_mage_torso_set02
1CD19B,ItemBuff_mage_torso_set03
1CD19C,ItemBuff_mage_torso_set04
1CD19D,ItemBuff_mage_torso_set05
1CD19E,ItemBuff_mage_torso_set06
1CD19F,ItemBuff_mage_torso_set07
1CD1A0,ItemBuff_mage_torso_set08
1CD1A1,ItemBuff_mage_torso_set09
1CD1A2,ItemBuff_mage_torso_set10
1CD1A3,ItemBuff_mage_torso_set11
1CD1A4,ItemBuff_mage_torso_set12
1CD1A5,ItemBuff_mage_torso_set13
1CD1A6,ItemBuff_mage_torso_set14
1CD1A7,talisman_unique12a_b
1CD1A8,talisman_unique12a_c
1CD1A9,talisman_unique12a_d
1CD1AA,talisman_unique12a_e
1CD1AB,talisman_unique12a_f
1CD1C9,ItemBuff_warrior_hands_unique01
1CD1CA,ItemBuff_warrior_hands_unique02
1CD1CB,ItemBuff_warrior_hands_unique03
1CD1CC,ItemBuff_warrior_hands_unique03_2
1CD1CD,ItemBuff_warrior_hands_unique04
1CD1CE,ItemBuff_warrior_hands_unique05
1CD1CF,ItemBuff_warrior_hands_unique06
1CD1D0,ItemBuff_warrior_hands_unique07
1CD1D1,ItemBuff_warrior_hands_unique08
1CD1D2,ItemBuff_warrior_hands_unique09
1CD1D3,ItemBuff_warrior_hands_unique10
1CD1D4,ItemBuff_warrior_hands_unique10_2
1CD1D6,kiteshield_unique02b
1CD1D7,kiteshield_unique04b
1CD1D8,kiteshield_unique06b
1CD21F,ItemBuff_rogue_hands01
1CD220,ItemBuff_rogue_hands02
1CD221,ItemBuff_rogue_hands03
1CD222,ItemBuff_rogue_hands03_2
1CD223,ItemBuff_rogue_hands04
1CD225,ItemBuff_rogue_hands05
1CD226,ItemBuff_rogue_hands06
1CD23C,ItemBuff_mage_hands_unique01
1CD23D,ItemBuff_mage_hands_unique02
1CD23E,ItemBuff_mage_hands_unique03
1CD23F,ItemBuff_mage_hands_unique03_2
1CD240,ItemBuff_mage_hands_unique04
1CD241,ItemBuff_mage_hands_unique05
1CD242,ItemBuff_mage_hands_unique06
1CD243,ItemBuff_mage_hands_unique06_2
1CD293,kiteshield_unique09a_b
1CD294,kiteshield_unique09a_c
1CD295,kiteshield_unique09a_d
1CD296,kiteshield_unique09a_e
1CD297,kiteshield_unique09a_f
1CD2C6,ItemBuff_warrior_hands_set01
1CD2C7,ItemBuff_warrior_hands_set02
1CD2C8,ItemBuff_warrior_hands_set03
1CD2C9,ItemBuff_warrior_hands_set04
1CD2CA,ItemBuff_warrior_hands_set05
1CD2CB,ItemBuff_warrior_hands_set06
1CD2CC,ItemBuff_warrior_hands_set07
1CD2CD,ItemBuff_warrior_hands_set08
1CD2CE,ItemBuff_warrior_hands_set09
1CD2CF,ItemBuff_warrior_hands_set10
1CD2D0,ItemBuff_warrior_hands_set11
1CD2D1,ItemBuff_warrior_hands_set12
1CD2D2,ItemBuff_warrior_hands_set13
1CD2D3,ItemBuff_warrior_hands_set14
1CD2D4,ItemBuff_warrior_hands_set15
1CD2D5,ItemBuff_warrior_hands_set16
1CD2D6,ItemBuff_warrior_hands_set17
1CD2D7,ItemBuff_warrior_hands_set18
1CD2D9,kiteshield_unique10a_b
1CD2DA,kiteshield_unique10a_c
1CD2DB,kiteshield_unique10a_d
1CD2DC,kiteshield_unique10a_e
1CD2DD,kiteshield_unique10a_f
1CD2DE,kiteshield_unique10a_g
1CD2DF,kiteshield_unique10a_h
1CD2E0,kiteshield_unique10a_i
1CD2E1,kiteshield_unique10a_j
1CD2EB,buckler_unique02b
1CD2F5,buckler_unique03b
1CD2F9,buckler_unique04b
1CD41A,buckler_unique08b
1CD41B,buckler_unique09b_a
1CD41C,buckler_unique09b_b
1CD41D,buckler_unique09b_c
1CD41E,buckler_unique09b_d
1CD41F,buckler_unique09b_e
1CD420,buckler_unique09b_f
1CD421,buckler_unique10a_b
1CD422,buckler_unique10a_c
1CD423,buckler_unique10a_d
1CD424,buckler_unique10a_e
1CD425,buckler_unique10a_f
1CD426,buckler_unique11a_b
1CD427,buckler_unique11a_c
1CD428,buckler_unique11a_d
1CD429,buckler_unique11a_e
1CD42A,buckler_unique11a_f
1CD42B,ItemBuff_amulet_unique02b
1CD42C,ItemBuff_amulet_unique09b
1CD42F,ItemBuff_rogue_hands_set01
1CD431,ItemBuff_rogue_hands_set02
1CD432,ItemBuff_rogue_hands_set03
1CD433,ItemBuff_rogue_hands_set04
1CD434,ItemBuff_rogue_hands_set05
1CD436,ItemBuff_rogue_hands_set06
1CD437,ItemBuff_rogue_hands_set07
1CD438,ItemBuff_rogue_hands_set08
1CD439,ItemBuff_rogue_hands_set09
1CD43B,ItemBuff_rogue_hands_set10
1CD43D,ItemBuff_rogue_hands_set12
1CD43E,ItemBuff_rogue_hands_set13
1CD444,ItemBuff_amulet_unique13b
1CD445,ItemBuff_amulet_unique15b
1CD447,ItemBuff_amulet_unique18b
1CD448,ItemBuff_mage_hands_set01
1CD449,ItemBuff_mage_hands_set02
1CD44A,ItemBuff_mage_hands_set03
1CD44B,ItemBuff_mage_hands_set04
1CD44C,ItemBuff_mage_hands_set05
1CD44D,ItemBuff_mage_hands_set06
1CD44E,ItemBuff_mage_hands_set07
1CD44F,ItemBuff_mage_hands_set08
1CD450,ItemBuff_mage_hands_set09
1CD451,ItemBuff_mage_hands_set10
1CD452,ItemBuff_mage_hands_set11
1CD453,ItemBuff_mage_hands_set12
1CD454,ItemBuff_mage_hands_set13
1CD455,ItemBuff_mage_hands_set14
1CD456,ItemBuff_amulet_unique19b
1CD483,ItemBuff_amulet_unique27b
1CD484,ItemBuff_amulet_unique27c
1CD48D,ItemBuff_warrior_legs_unique01
1CD48E,ItemBuff_warrior_legs_unique02
1CD48F,ItemBuff_warrior_legs_unique03
1CD490,ItemBuff_warrior_legs_unique03_2
1CD491,ItemBuff_warrior_legs_unique04
1CD492,ItemBuff_warrior_legs_unique05
1CD493,ItemBuff_warrior_legs_unique06
1CD494,ItemBuff_warrior_legs_unique06_2
1CD495,ItemBuff_warrior_legs_unique07
1CD496,ItemBuff_warrior_legs_unique07_2
1CD497,ItemBuff_warrior_legs_unique08
1CD498,ItemBuff_warrior_legs_unique09
1CD499,ItemBuff_warrior_legs_unique10
1CD49A,ItemBuff_ring_unique08b
1CD49D,ItemBuff_ring_unique17b
1CD4A0,ItemBuff_ring_unique26b
1CD615,ItemBuff_rogue_legs_unique01
1CD616,ItemBuff_rogue_legs_unique01_2
1CD617,ItemBuff_rogue_legs_unique02
1CD618,ItemBuff_rogue_legs_unique02_2
1CD619,ItemBuff_rogue_legs_unique03
1CD61A,ItemBuff_rogue_legs_unique04
1CD61B,ItemBuff_rogue_legs_unique05
1CD61C,ItemBuff_rogue_legs_unique06
1CD638,ItemBuff_warrior_legs_set01
1CD639,ItemBuff_warrior_legs_set02
1CD63A,ItemBuff_warrior_legs_set03
1CD63B,ItemBuff_warrior_legs_set04
1CD63C,ItemBuff_warrior_legs_set05
1CD63D,ItemBuff_warrior_legs_set06
1CD63E,ItemBuff_warrior_legs_set07
1CD63F,ItemBuff_warrior_legs_set08
1CD640,ItemBuff_warrior_legs_set09
1CD641,ItemBuff_warrior_legs_set10
1CD642,ItemBuff_warrior_legs_set11
1CD643,ItemBuff_warrior_legs_set12
1CD644,ItemBuff_warrior_legs_set13
1CD645,ItemBuff_warrior_legs_set14
1CD646,ItemBuff_warrior_legs_set15
1CD647,ItemBuff_warrior_legs_set16
1CD648,ItemBuff_warrior_legs_set17
1CD649,ItemBuff_warrior_legs_set18
1CD65F,ItemBuff_rogue_legs_set01
1CD660,ItemBuff_rogue_legs_set02
1CD661,ItemBuff_rogue_legs_set03
1CD662,ItemBuff_rogue_legs_set04
1CD663,ItemBuff_rogue_legs_set05
1CD664,ItemBuff_rogue_legs_set06
1CD665,ItemBuff_rogue_legs_set07
1CD666,ItemBuff_rogue_legs_set08
1CD667,ItemBuff_rogue_legs_set09
1CD668,ItemBuff_rogue_legs_set10
1CD66A,ItemBuff_rogue_legs_set12
1CD66B,ItemBuff_rogue_legs_set13
1CD66D,ItemBuff_warrior_feet_unique01
1CD66E,ItemBuff_warrior_feet_unique02
1CD66F,ItemBuff_warrior_feet_unique03
1CD670,ItemBuff_warrior_feet_unique04
1CD671,ItemBuff_warrior_feet_unique05
1CD672,ItemBuff_warrior_feet_unique05_2
1CD673,ItemBuff_warrior_feet_unique06
1CD674,ItemBuff_warrior_feet_unique07
1CD675,ItemBuff_warrior_feet_unique08
1CD676,ItemBuff_warrior_feet_unique08_2
1CD677,ItemBuff_warrior_feet_unique09
1CD678,ItemBuff_warrior_feet_unique10
1CD680,ItemBuff_rogue_feet_unique01
1CD681,ItemBuff_rogue_feet_unique02
1CD682,ItemBuff_rogue_feet_unique02_2
1CD683,ItemBuff_rogue_feet_unique03
1CD684,ItemBuff_rogue_feet_unique04
1CD685,ItemBuff_rogue_feet_unique04_2
1CD686,ItemBuff_rogue_feet_unique04_3
1CD687,ItemBuff_rogue_feet_unique05
1CD688,ItemBuff_rogue_feet_unique06
1CD689,ItemBuff_rogue_feet_unique07
1CD692,ItemBuff_mage_feet_unique01
1CD693,ItemBuff_mage_feet_unique02
1CD694,ItemBuff_mage_feet_unique03
1CD695,ItemBuff_mage_feet_unique04
1CD696,ItemBuff_mage_feet_unique05
1CD697,ItemBuff_mage_feet_unique06
1CD698,ItemBuff_warrior_feet_set01
1CD699,ItemBuff_warrior_feet_set02
1CD69A,ItemBuff_warrior_feet_set03
1CD69B,ItemBuff_warrior_feet_set04
1CD69C,ItemBuff_warrior_feet_set05
1CD69D,ItemBuff_warrior_feet_set06
1CD69E,ItemBuff_warrior_feet_set07
1CD69F,ItemBuff_warrior_feet_set08
1CD6A0,ItemBuff_warrior_feet_set09
1CD6A1,ItemBuff_warrior_feet_set10
1CD6A2,ItemBuff_warrior_feet_set11
1CD6A3,ItemBuff_warrior_feet_set12
1CD6A4,ItemBuff_warrior_feet_set13
1CD6A5,ItemBuff_warrior_feet_set14
1CD6A6,ItemBuff_warrior_feet_set15
1CD6A7,ItemBuff_warrior_feet_set16
1CD6A8,ItemBuff_warrior_feet_set17
1CD6A9,ItemBuff_warrior_feet_set18
1CD6BD,ItemBuff_rogue_feet_set01
1CD6BE,ItemBuff_rogue_feet_set02
1CD6BF,ItemBuff_rogue_feet_set03
1CD6C0,ItemBuff_rogue_feet_set04
1CD6C1,ItemBuff_rogue_feet_set05
1CD6C2,ItemBuff_rogue_feet_set06
1CD6C3,ItemBuff_rogue_feet_set07
1CD6C4,ItemBuff_rogue_feet_set08
1CD6C5,ItemBuff_rogue_feet_set09
1CD6C6,ItemBuff_rogue_feet_set10
1CD6C8,ItemBuff_rogue_feet_set12
1CD6C9,ItemBuff_rogue_feet_set13
1CD6D2,ItemBuff_mage_feet_set01
1CD6D3,ItemBuff_mage_feet_set02
1CD6D4,ItemBuff_mage_feet_set03
1CD6D5,ItemBuff_mage_feet_set04
1CD6D6,ItemBuff_mage_feet_set05
